director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
ToddSolondz,HeatherMatarazzo,KenLeung,ChristinaVidal,"comedy,drama",Welcome to the Dollhouse,"HeatherMatarazzo KenLeung ChristinaVidal ToddSolondz comedy,drama bully,firstcrush,school,socialoutcast,taunting"
VictorNunez,AllisonDean,ToddField,DorothyLyman,"drama,romance",Ruby in Paradise,"AllisonDean ToddField DorothyLyman VictorNunez drama,romance desire,florida,identity,resorttown,sales"
PeterSollett,VictorRasuk,MelonieDiaz,JudyMarte,"drama,romance",Raising Victor Vargas,"VictorRasuk MelonieDiaz JudyMarte PeterSollett drama,romance basedonshortfilm,manhattannewyorkcity,urination,vomiting,watchingtelevision"
GeorgWilhelmPabst,LouiseBrooks,FrancisLederer,FritzKortner,"crime,drama,romance",Pandora's Box,"LouiseBrooks FrancisLederer FritzKortner GeorgWilhelmPabst crime,drama,romance escape,femmefatale,germanexpressionism,lust,violence"
DanielDavila,MartinLandau,MeloraWalters,DianeBaker,drama,Harrison Montgomery,"MartinLandau MeloraWalters DianeBaker DanielDavila drama abusiverelationship,characternameintitle,magic,sanfranciscocalifornia,tenderloinsanfrancisco"
JorgeGaggero,NormaAleandro,HildaBernard,ClaudiaLapacó,drama,Live-In Maid,"NormaAleandro HildaBernard ClaudiaLapacó JorgeGaggero drama buenosairesargentina,economics,housekeeper,maid,servant"
RodLurie,KevinPollak,KathrynMorris,TimothyHutton,"drama,thriller",Deterrence,"KevinPollak KathrynMorris TimothyHutton RodLurie drama,thriller colorado,diner,iraq,nuclearmissile,president"
MichaelBurke,ZacharyKnighton,TomGuiry,RyanDonowho,"crime,drama,romance",The Mudge Boy,"ZacharyKnighton TomGuiry RyanDonowho MichaelBurke crime,drama,romance death,farm,furcoat,grief,misfit"
CatherineJelski,LeslieBibb,EionBailey,ArlyJover,drama,The Young Unknowns,"LeslieBibb EionBailey ArlyJover CatherineJelski drama basedonplay,independentfilm"
ShaneDawson,ShaneDawson,KurtAngle,CheramiLeigh,comedy,Not Cool,ShaneDawson KurtAngle CheramiLeigh ShaneDawson comedy unknown
TommyWirkola,BjørnSundquist,StigFrodeHenriksen,AneDahlTorp,"comedy,horror",Dead Snow,"BjørnSundquist StigFrodeHenriksen AneDahlTorp TommyWirkola comedy,horror medicalstudent,nazi,snow,snowmobile,zombie"
RyanLittle,CorbinAllred,LarryBagby,KirbyHeyborne,"action,adventure,drama,war",Saints and Soldiers,"CorbinAllred LarryBagby KirbyHeyborne RyanLittle action,adventure,drama,war ardennesforest,battleofthebulge,behindenemylines,winter,worldwartwoinbelgium"
ClarkBaker,TaylorPigeon,AlanPietruszewski,WhitSpurgeon,"horror,sci-fi,short,thriller",Vessel,"TaylorPigeon AlanPietruszewski WhitSpurgeon ClarkBaker horror,sci-fi,short,thriller alien,flightattendant,monster,pilot,tentacle"
GeorgeLucas,HarrisonFord,RonHoward,MackenziePhillips,"comedy,drama,music",American Graffiti,"HarrisonFord RonHoward MackenziePhillips GeorgeLucas comedy,drama,music california,car,dragracing,highschool,rock'n'roll"
RobertGreenwald,ScottHelvenston,KatyHelvenston-Wettengal,DonnaZovko,"documentary,war",Iraq for Sale: The War Profiteers,"ScottHelvenston KatyHelvenston-Wettengal DonnaZovko RobertGreenwald documentary,war americanpolitics,armedforces,politicalcorruption,shady,warprofiteer"
MattMaiellaro,TinaFey,FredArmisen,ChrisKattan,"action,adventure,animation,comedy,fantasy,sci-fi",Aqua Teen Hunger Force Colon Movie Film for Theaters,"TinaFey FredArmisen ChrisKattan MattMaiellaro action,adventure,animation,comedy,fantasy,sci-fi basedonculttvseries,criticallyacclaimed,exercisemachine,midnightmovie,robot"
ColinTrevorrow,MaryLynnRajskub,MarkDuplass,JeffGarlin,"comedy,drama,romance",Safety Not Guaranteed,"MaryLynnRajskub MarkDuplass JeffGarlin ColinTrevorrow comedy,drama,romance classifiedad,intern,magazine,timemachine,timetravel"
LeslieSmall,IsaacC.SingletonJr.,LarryKing,JeanetteBranch,"comedy,documentary",Kevin Hart: Laugh at My Pain,"IsaacC.SingletonJr. LarryKing JeanetteBranch LeslieSmall comedy,documentary standupcomedy"
BenWheatley,MyAnnaBuring,BenCrompton,NeilMaskell,"crime,horror,thriller",Kill List,"MyAnnaBuring BenCrompton NeilMaskell BenWheatley crime,horror,thriller femalefullfrontalnudity,hitman,kneebreaking,malefullfrontalnudity,sniper"
TiWest,LenaDunham,JakeRyan,PatHealy,horror,The Innkeepers,"LenaDunham JakeRyan PatHealy TiWest horror bathtub,deadbodyinabathtub,deadbodyinbathtub,hotel,inn"
DavidS.Goyer,GaryOldman,AtticusShaffer,RachelBrosnahan,"drama,fantasy,horror,mystery,thriller",The Unborn,"GaryOldman AtticusShaffer RachelBrosnahan DavidS.Goyer drama,fantasy,horror,mystery,thriller babysitting,experiment,nightmare,possession,twin"
BernardoBertolucci,Jean-LouisTrintignant,StefaniaSandrelli,DominiqueSanda,drama,The Conformist,"Jean-LouisTrintignant StefaniaSandrelli DominiqueSanda BernardoBertolucci drama fascist,gun,italy,nudity,sexuality"
NeilBurger,RaymondJ.Barry,ChristelKhalil,ReneeFaia,drama,Interview with the Assassin,"RaymondJ.Barry ChristelKhalil ReneeFaia NeilBurger drama conspiracytheory,kennedyassassination,mockdocumentary,paranoia"
OliverBlackburn,JulianMorris,NicholaBurley,TomBurke,"crime,drama,horror,thriller",Donkey Punch,"JulianMorris NicholaBurley TomBurke OliverBlackburn crime,drama,horror,thriller malefrontalnudity,malenudity,malepubichair,malerearnudity,spain"
JonathanLevine,LukeGrimes,MichaelWelch,WhitneyAble,horror,All the Boys Love Mandy Lane,"LukeGrimes MichaelWelch WhitneyAble JonathanLevine horror drugs,femalenudity,party,voyeur,voyeurism"
ChristopherHutson,DichenLachman,JenniferLeeWiggins,MicheleMorrow,horror,Bled,"DichenLachman JenniferLeeWiggins MicheleMorrow ChristopherHutson horror artist,blood,drug,treesap,vampire"
FredZinnemann,GaryCooper,LloydBridges,LonChaneyJr.,"thriller,western",High Noon,"GaryCooper LloydBridges LonChaneyJr. FredZinnemann thriller,western appeasement,frontierjustice,justice,oneagainstmany,streetshootout"
SteveJames,WilliamGates,ArthurAgee,IsiahThomas,"documentary,drama,sport",Hoop Dreams,"WilliamGates ArthurAgee IsiahThomas SteveJames documentary,drama,sport athlete,basketball,highschool,highschoolstudent,school"
DavidLaChapelle,KevinScottRichardson,ChristopherToler,TommytheClown,"documentary,music",Rize,"KevinScottRichardson ChristopherToler TommytheClown DavidLaChapelle documentary,music clown,clowning,dance,gang,southcentrallosangeles"
JosephKosinski,PeterDinklage,LaurenCohan,ErickAvari,"action,adventure,fantasy,sci-fi",Destiny,"PeterDinklage LaurenCohan ErickAvari JosephKosinski action,adventure,fantasy,sci-fi firstpersonshooter"
MichaelCuesta,AdamLeFevre,BruceAltman,WalterMasterson,"crime,drama",L.I.E.,"AdamLeFevre BruceAltman WalterMasterson MichaelCuesta crime,drama ephebophile,pederasty,pedophilia,playinghooky,shaving"
CarynWaechter,LauraFraser,KaraHayward,LouisOzawaChangchien,"drama,mystery,thriller",The Sisterhood of Night,"LauraFraser KaraHayward LouisOzawaChangchien CarynWaechter drama,mystery,thriller accusedofwitchcraft,basedonshortstory"
EmilyDell,AimeeGarcia,WesleyJonathan,DrewSidora,"drama,music,romance",B-Girl,"AimeeGarcia WesleyJonathan DrewSidora EmilyDell drama,music,romance brooklynnewyorkcity,losangelescalifornia,teacher,trauma,violence"
PeterJackson,NaomiWatts,ThomasKretschmann,EvanParke,"action,adventure,drama,romance",King Kong,"NaomiWatts ThomasKretschmann EvanParke PeterJackson action,adventure,drama,romance animalnameintitle,apeabductsawoman,gorilla,island,kingkong"
JaumeCollet-Serra,RobertRi'chard,ParisHilton,BrianVanHolt,horror,House of Wax,"RobertRi'chard ParisHilton BrianVanHolt JaumeCollet-Serra horror brothersisterrelationship,groupoffriends,malenudity,twin,wax"
RyanFleck,RyanGosling,TristanMackWilds,JeffLima,drama,Half Nelson,"RyanGosling TristanMackWilds JeffLima RyanFleck drama bathroom,classroom,dialectics,drugs,student"
JenniferWynneFarmer,IreneBedard,Akima,MaxGail,drama,Naturally Native,"IreneBedard Akima MaxGail JenniferWynneFarmer drama cosmetics,femaleprotagonist,nativeamerican,nativeamericanprotagonist,sistersisterrelationship"
ChristopherScottCherot,HillHarper,RobinneLee,ChenoaMaxwell,comedy,Hav Plenty,"HillHarper RobinneLee ChenoaMaxwell ChristopherScottCherot comedy friend,newyear'seve,screwball,selfdiscovery,socialdifferences"
H.M.Coakley,MehcadBrooks,SteffinniePhrommany,DanielleSavre,"crime,drama,thriller",Adulterers,"MehcadBrooks SteffinniePhrommany DanielleSavre H.M.Coakley crime,drama,thriller cheatinghusband,femalenudity,malenudity,malerearnudity,revenge"
RandyMoore,TreyLoney,LeeArmstrong,AmyLucas,"fantasy,horror",Escape from Tomorrow,"TreyLoney LeeArmstrong AmyLucas RandyMoore fantasy,horror diarrhea,femalenudity,middleagedman,sexscene,sexynurse"
ChrisAtkins,RichardCurtis,HarveyWeinstein,EltonJohn,documentary,Starsuckers,"RichardCurtis HarveyWeinstein EltonJohn ChrisAtkins documentary celebrity,consumerism,fashion,mediamanipulation"
BillBenenson,AlfreWoodard,DaveFennoy,JaneGoodall,documentary,The Hadza: Last of the First,"AlfreWoodard DaveFennoy JaneGoodall BillBenenson documentary eastafrica,huntergatherer,indigenous,riftvalley,swahili"
RyanSmith,SandraEllisLafferty,MadisonLintz,KarolinaWydra,"fantasy,horror,mystery,thriller",After,"SandraEllisLafferty MadisonLintz KarolinaWydra RyanSmith fantasy,horror,mystery,thriller coma,crash"
TravisRomero,MatthewZiff,LorraineZiff,MichaelBiehn,"drama,thriller",Treachery,"MatthewZiff LorraineZiff MichaelBiehn TravisRomero drama,thriller panties,whitepanties"
AnnaMastro,LevenRambin,JustinKirk,VirginiaMadsen,"comedy,drama",Walter,"LevenRambin JustinKirk VirginiaMadsen AnnaMastro comedy,drama basedonshortfilm,basedonshortstory"
MarkSandrich,GingerRogers,EdwardEverettHorton,EricBlore,"comedy,musical,romance",Top Hat,"GingerRogers EdwardEverettHorton EricBlore MarkSandrich comedy,musical,romance dance,dancer,dancing,horse,tapdancing"
DanielMyrick,HeatherDonahue,JoshuaLeonard,MichaelC.Williams,horror,The Blair Witch Project,"HeatherDonahue JoshuaLeonard MichaelC.Williams DanielMyrick horror foundfootage,lookingatthecamera,lostinthewoods,maryland,screaminginhorror"
MichaelWadleigh,JoeCocker,JimiHendrix,JoanBaez,"documentary,history,music",Woodstock,"JoeCocker JimiHendrix JoanBaez MichaelWadleigh documentary,history,music drugs,hippie,musicfestival,thewho,woodstock"
JohnLandis,DavidZucker,BarryDennen,TaraStrohmeier,comedy,The Kentucky Fried Movie,"DavidZucker BarryDennen TaraStrohmeier JohnLandis comedy fakecommercial,fakenewscast,faketrailer,parody,spoof"
JonGunn,StacyKeach,DavidA.R.White,CynthiaWatros,"action,crime,drama",Mercy Streets,"StacyKeach DavidA.R.White CynthiaWatros JonGunn action,crime,drama church,cigarettesmoking,deacon,twinbrother,twins"
GeneTeigland,KendylJoi,MatthewFeeney,TacFitzgerald,"mystery,thriller",Arnolds Park,"KendylJoi MatthewFeeney TacFitzgerald GeneTeigland mystery,thriller unknown"
ScottZiehl,WilliamSmith,JasonLondon,BrentDavidFraser,drama,Broken Vessels,"WilliamSmith JasonLondon BrentDavidFraser ScottZiehl drama independentfilm,katanasword,losangelesstormdrain"
RichardMontoya,NicholasGonzalez,AngelaNordeng,ExieBooker,"crime,drama",Water & Power,"NicholasGonzalez AngelaNordeng ExieBooker RichardMontoya crime,drama unknown"
JohannaSchwartz,AliouTouré,GarbaTouré,KhairaArby,documentary,They Will Have to Kill Us First,AliouTouré GarbaTouré KhairaArby JohannaSchwartz documentary unknown
WilliamGazecki,KarenAlexander,ColinAndrews,FrancineBlake,documentary,Crop Circles: Quest for Truth,"KarenAlexander ColinAndrews FrancineBlake WilliamGazecki documentary cropcircle,intelligence,paranormal,phenomenon,universe"
LanceMcDaniel,RussellWong,StevenMichaelQuezada,LymariNadal,"action,drama,thriller",Light from the Darkroom,"RussellWong StevenMichaelQuezada LymariNadal LanceMcDaniel action,drama,thriller china,faith,panama,photography,suspense"
ThomasLilti,FrançoisCluzet,FélixMoati,MarianneDenicourt,"comedy,drama",Irreplaceable,"FrançoisCluzet FélixMoati MarianneDenicourt ThomasLilti comedy,drama doctor,hospital,mayor,noopeningcredits,titleattheend"
MichaelWalker,PaulaGarcés,AnnabellaSciorra,JohnBrodsky,thriller,The Maid's Room,PaulaGarcés AnnabellaSciorra JohnBrodsky MichaelWalker thriller unknown
RichardLester,PaulMcCartney,RingoStarr,GeorgeHarrison,"comedy,musical",A Hard Day's Night,"PaulMcCartney RingoStarr GeorgeHarrison RichardLester comedy,musical boy,concert,drummer,manager,television"
U.RobertoRomano,unknown,unknown,unknown,documentary,The Harvest/La Cosecha,"unknown unknown unknown U.RobertoRomano documentary childlabor,education,hispanic,labor,migration"
AmyHoldenJones,JamieLeeCurtis,SallyKirkland,AmyMadigan,"drama,romance",Love Letters,"JamieLeeCurtis SallyKirkland AmyMadigan AmyHoldenJones drama,romance 1980s,affair,femaleprotagonist,radio,womanwearingonlyaman'sshirt"
BlazZavrsnik,DarioNozicSerini,SpelaColja,AndrejNahtigal,comedy,Julija in alfa Romeo,DarioNozicSerini SpelaColja AndrejNahtigal BlazZavrsnik comedy unknown
AlexKendrick,KirkCameron,KenBevel,ErinBethea,"drama,romance",Fireproof,"KirkCameron KenBevel ErinBethea AlexKendrick drama,romance christianfilm,dare,firefighter,internetpornography,marriage"
PanNalin,BholeBaba,PantShirtBaba,ShrimanUmeshanadBrahmachari,"biography,documentary,drama",Faith Connections,"BholeBaba PantShirtBaba ShrimanUmeshanadBrahmachari PanNalin biography,documentary,drama faith,ganja,kumbhmela,littleboy,orphan"
JoeCamp,FrancesBavier,PeterBreck,EdgarBuchanan,"adventure,family,romance",Benji,"FrancesBavier PeterBreck EdgarBuchanan JoeCamp adventure,family,romance animalabuse,cat,dog,dogmovie,tweengirl"
ChrisKentis,BlanchardRyan,SaulStein,DanielTravis,"adventure,biography,drama,horror,thriller",Open Water,"BlanchardRyan SaulStein DanielTravis ChrisKentis adventure,biography,drama,horror,thriller barechestedmale,femalefullfrontalnudity,hairychest,malefullfrontalnudity,nudewithglasses"
MattWalsh,JoeLoTruglio,MattJones,AbbyElliott,comedy,High Road,JoeLoTruglio MattJones AbbyElliott MattWalsh comedy unknown
John'Bud'Cardos,WoodyStrode,HokeHowell,TiffanyBolling,"horror,sci-fi",Kingdom of the Spiders,"WoodyStrode HokeHowell TiffanyBolling John'Bud'Cardos horror,sci-fi death,farm,hotel,spider,tarantula"
MarilynAgrelo,HeatherBerman,EvaCarrozza,PaulDaggett,"documentary,family,music",Mad Hot Ballroom,"HeatherBerman EvaCarrozza PaulDaggett MarilynAgrelo documentary,family,music ballroomdancing,newyorkcity,poise,selfconfidence,teacher"
TomMcCarthy,PeterDinklage,JoeLoTruglio,PaulaGarcés,"comedy,drama",The Station Agent,"PeterDinklage JoeLoTruglio PaulaGarcés TomMcCarthy comedy,drama abandoned,depot,dwarf,newfoundlandnewjersey,train"
BrianBaugh,RandyWayne,SeanMichaelAfable,D.DavidMorin,drama,To Save a Life,"RandyWayne SeanMichaelAfable D.DavidMorin BrianBaugh drama basketball,beerpong,childhoodfriend,christian,suicide"
PatrickCreadon,KenBurns,BillClinton,BobDole,documentary,Wordplay,"KenBurns BillClinton BobDole PatrickCreadon documentary comedian,crosswordpuzzle,editor,newyorktimes,puzzle"
BarryW.Blaustein,TerryFunk,VinceMcMahon,MickFoley,"biography,documentary,sport",Beyond the Mat,"TerryFunk VinceMcMahon MickFoley BarryW.Blaustein biography,documentary,sport championship,drugs,threewordtitle,wrestler,wrestling"
KurtHale,KirbyHeyborne,LincolnHoppe,DarynTufts,"comedy,drama,romance",The Singles Ward,"KirbyHeyborne LincolnHoppe DarynTufts KurtHale comedy,drama,romance church,love,marriage,mormon,single"
SiddiqBarmak,MarinaGolbahari,ZubaidaSahar,MohamadHarefHarati,drama,Osama,"MarinaGolbahari ZubaidaSahar MohamadHarefHarati SiddiqBarmak drama boy,girl,hair,school,taliban"
JosephDorman,RachelDratch,PeterRiegert,JasonKravits,documentary,Sholem Aleichem: Laughing in the Darkness,RachelDratch PeterRiegert JasonKravits JosephDorman documentary jewishidentity
GregHarrison,RachelTrue,AriGold,DennyKirkwood,"drama,music",Groove,"RachelTrue AriGold DennyKirkwood GregHarrison drama,music dj,ecstasythedrug,rave,raver,warehouse"
KurtHale,KirbyHeyborne,BigBudah,CurtDoussett,"comedy,crime,family",The R.M.,"KirbyHeyborne BigBudah CurtDoussett KurtHale comedy,crime,family latterdaysaints,missionary,pickuptruck,police,videocamera"
MichaelPolish,SashaAlexander,WilliamKatt,JonGries,drama,Twin Falls Idaho,"SashaAlexander WilliamKatt JonGries MichaelPolish drama conjoinedtwins,independentfilm,lowbudgetfilm,separation,twin"
JacobAaronEstes,RoryCulkin,ScottMechlowicz,TrevorMorgan,"crime,drama",Mean Creek,"RoryCulkin ScottMechlowicz TrevorMorgan JacobAaronEstes crime,drama boat,bully,dare,friend,river"
MorganJ.Freeman,EdieFalco,HeatherMatarazzo,LynnCohen,"crime,drama,romance",Hurricane Streets,"EdieFalco HeatherMatarazzo LynnCohen MorganJ.Freeman crime,drama,romance gang,newmexico,prison,smuggling,theft"
EricSchaeffer,PeterDinklage,BillDuke,MichaelMcKean,"comedy,romance",Never Again,"PeterDinklage BillDuke MichaelMcKean EricSchaeffer comedy,romance bar,gaybar,love,mothersonrelationship,newyork"
NeemaBarnette,MonicaCalhoun,LisaRayeMcCoy,CliftonPowell,"crime,drama,thriller",Civil Brand,"MonicaCalhoun LisaRayeMcCoy CliftonPowell NeemaBarnette crime,drama,thriller abuseofpower,friendship,prison,prisonguard,titledirectedbyfemale"
SteveBuscemi,KevinCorrigan,SeymourCassel,MaryKayPlace,"comedy,drama",Lonesome Jim,"KevinCorrigan SeymourCassel MaryKayPlace SteveBuscemi comedy,drama bail,coma,dartboard,indiana,ladderfactory"
JoeSwanberg,OliviaWilde,AnnaKendrick,TiWest,"comedy,drama,romance",Drinking Buddies,"OliviaWilde AnnaKendrick TiWest JoeSwanberg comedy,drama,romance brewery,coworker,malefemalefriendship,uhaultruck,womanwearingastringbikini"
MollyBernstein,DavidMamet,RickyJay,DickCavett,documentary,Deceptive Practice: The Mysteries and Mentors of Ricky Jay,DavidMamet RickyJay DickCavett MollyBernstein documentary stagemagician
AkiraKurosawa,TakashiShimura,MinoruChiaki,KamatariFujiwara,"action,adventure,drama",Seven Samurai,"TakashiShimura MinoruChiaki KamatariFujiwara AkiraKurosawa action,adventure,drama 16thcentury,battle,japan,practice,samurai"
MariusA.Markevicius,TommySheppard,GregSpeirs,MickeyHart,"documentary,sport",The Other Dream Team,"TommySheppard GregSpeirs MickeyHart MariusA.Markevicius documentary,sport basketball,basketballteam,gratefuldead,lithuanian,olympics"
TomDiCillo,BradPitt,TinaLouise,NickCave,"comedy,music,romance",Johnny Suede,"BradPitt TinaLouise NickCave TomDiCillo comedy,music,romance idol,musician,vomiting,watchingtelevision,wyoming"
JustinLin,MoniqueGabrielaCurnen,JakeSandvig,JoeMcQueen,comedy,Finishing the Game: The Search for a New Bruce Lee,"MoniqueGabrielaCurnen JakeSandvig JoeMcQueen JustinLin comedy brucelee,jeetkunedo,karate,satire,spoof"
QuentinDupieux,HaleyRamm,JackPlotnick,CeceliaAntoinette,"comedy,fantasy,horror",Rubber,"HaleyRamm JackPlotnick CeceliaAntoinette QuentinDupieux comedy,fantasy,horror desert,dump,show,spectator,tire"
TimJohnson,JimParsons,MattJones,AprilWinchell,"adventure,animation,comedy,family,fantasy,sci-fi",Home,"JimParsons MattJones AprilWinchell TimJohnson adventure,animation,comedy,family,fantasy,sci-fi alienfriendship,alieninvasion,australia,flyingcar,motherdaughterrelationship"
C.JayCox,ToriSpelling,AmberBenson,GarrettM.Brown,"comedy,romance",Kiss the Bride,"ToriSpelling AmberBenson GarrettM.Brown C.JayCox comedy,romance bestfriend,highschool,love,secret,wedding"
AlexSmith,RyanGosling,CleaDuVall,EddieSpears,"drama,sport",The Slaughter Rule,"RyanGosling CleaDuVall EddieSpears AlexSmith drama,sport cheerleader,fathersonrelationship,footballcoach,lossoffather,mothersonrelationship"
GarethEdwards,ScootMcNairy,WhitneyAble,RickyCatter,"drama,sci-fi,thriller",Monsters,"ScootMcNairy WhitneyAble RickyCatter GarethEdwards drama,sci-fi,thriller alien,alieninvasion,destroyedbuilding,destruction,mexico"
JonathanParker,KeithCarradine,JoanneWhalley,IlleanaDouglas,drama,The Californians,KeithCarradine JoanneWhalley IlleanaDouglas JonathanParker drama basedonnovel
SolTryon,JimGaffigan,AnnDowd,MatthewCowles,comedy,The Living Wake,"JimGaffigan AnnDowd MatthewCowles SolTryon comedy artist,blackcomedy"
AlexCraigMann,JustinChon,ChristaB.Allen,MaxAdler,"comedy,horror",Detention of the Dead,"JustinChon ChristaB.Allen MaxAdler AlexCraigMann comedy,horror basedonplay,blood,independentfilm,teenager,zombie"
HaoNing,BoHuang,ZhengXu,ZhonghuaChen,"comedy,crime",Crazy Stone,"BoHuang ZhengXu ZhonghuaChen HaoNing comedy,crime bankruptcy,crystal,fathersonrelationship,heist,shower"
StephenKijak,BrianEno,JacquesBrel,DamonAlbarn,"biography,documentary,music",Scott Walker: 30 Century Man,"BrianEno JacquesBrel DamonAlbarn StephenKijak biography,documentary,music avantgarde,britishpop,characternameintitle,musician,numberintitle"
MarcForster,RadhaMitchell,AlanRuck,MeganMullally,drama,Everything Put Together,"RadhaMitchell AlanRuck MeganMullally MarcForster drama groupoffriends,mentalbreakdown,mentalinstability,morgue,suddeninfantdeathsyndrome"
AndrewNiccol,BruceGreenwood,ZoëKravitz,StaffordDouglas,"drama,thriller",Good Kill,"BruceGreenwood ZoëKravitz StaffordDouglas AndrewNiccol drama,thriller cigarettebutt,drone,funeralprocession,nellisairforcebase,taliban"
DastonKalili,DastonKalili,RaiAlexandra,Chin-ChienChang,thriller,Insomnia Manica,DastonKalili RaiAlexandra Chin-ChienChang DastonKalili thriller unknown
WilliamGazecki,CarolChanning,BruceVilanch,TonyBennett,documentary,The Outrageous Sophie Tucker,CarolChanning BruceVilanch TonyBennett WilliamGazecki documentary unknown
OlParker,JeremyIrvine,OliviaWilliams,PaddyConsidine,"drama,romance",Now Is Good,"JeremyIrvine OliviaWilliams PaddyConsidine OlParker drama,romance death,dying,leukemia,teenagegirl,terminalillness"
MichaelHoffmanJr.,VincentChimato,JohnMcGlothlin,AlSapienza,"comedy,horror",Girls Gone Dead,"VincentChimato JohnMcGlothlin AlSapienza MichaelHoffmanJr. comedy,horror miniskirt,party,springbreak,voyeur,warhammer"
PatrickGilles,EmmaCaulfield,DylanBaker,MikeColter,history,America Is Still the Place,EmmaCaulfield DylanBaker MikeColter PatrickGilles history unknown
GeorgiaHilton,MikeBeckingham,TimAbell,TomStedham,"action,mystery,thriller",Subconscious,"MikeBeckingham TimAbell TomStedham GeorgiaHilton action,mystery,thriller military,submarine,suspense,timetravel,worldwartwo"
TamraDavis,BritneySpears,KatherineBoecher,DaveAllen,"comedy,drama",Crossroads,"BritneySpears KatherineBoecher DaveAllen TamraDavis comedy,drama audition,friendship,graduation,highschoolgraduation,love"
JackHeller,ShaunSipos,KatherineWaterston,ChristopherDenham,"mystery,thriller",Enter Nowhere,"ShaunSipos KatherineWaterston ChristopherDenham JackHeller mystery,thriller cabin,goingincircles,pacman,stranger,woods"
FernandoBaezMella,MannyPerez,ChristianAlvarez,ClaudetteLalí,"crime,drama",The King of Najayo,"MannyPerez ChristianAlvarez ClaudetteLalí FernandoBaezMella crime,drama unknown"
WarrenSheppard,JenniferHale,RandyJayBurrell,VincentDePaul,"action,romance,sport",Fight to the Finish,"JenniferHale RandyJayBurrell VincentDePaul WarrenSheppard action,romance,sport fighting,karate"
DarrenLynnBousman,PaulSorvino,BarryBostwick,TerranceZdunich,"horror,musical",Alleluia! The Devil's Carnival,"PaulSorvino BarryBostwick TerranceZdunich DarrenLynnBousman horror,musical carnival,devil,redemption,referencetogod"
JustinPaulMiller,MaryKateWiles,JenniferLanda,FelixAvitia,"comedy,mystery,thriller",The Sound and the Shadow,"MaryKateWiles JenniferLanda FelixAvitia JustinPaulMiller comedy,mystery,thriller unknown"
JoelPaulReisig,CarrieBradstreet,JoelPaulReisig,YassieHawkes,family,Rodeo Girl,CarrieBradstreet JoelPaulReisig YassieHawkes JoelPaulReisig family unknown
CatherineGund,ElizabethStreb,SarahCallan,LauraFlanders,"action,biography,documentary,sport",Born to Fly: Elizabeth Streb vs. Gravity,"ElizabethStreb SarahCallan LauraFlanders CatherineGund action,biography,documentary,sport threewordtitle"
LukeDye,MikeStanley,JeffDelaney,JamisonStalsworth,family,The Little Ponderosa Zoo,MikeStanley JeffDelaney JamisonStalsworth LukeDye family unknown
SamRaimi,TimHolmes,MilaKunis,JamesFranco,"adventure,family,fantasy",Oz the Great and Powerful,"TimHolmes MilaKunis JamesFranco SamRaimi adventure,family,fantasy circus,magic,magician,oz,witch"
MichaelHerz,PatrickKilpatrick,MarkTorgl,PatRyan,"action,comedy,horror,sci-fi",The Toxic Avenger,"PatrickKilpatrick MarkTorgl PatRyan MichaelHerz action,comedy,horror,sci-fi boy,healthclub,superhero,toxicwaste,troma"
MattyRich,LawrenceGilliardJr.,GeorgeT.Odom,MattyRich,"crime,drama",Straight Out of Brooklyn,"LawrenceGilliardJr. GeorgeT.Odom MattyRich MattyRich crime,drama domesticviolence,housingproject,newyorkcity,poverty,racism"
PaulGreengrass,JamesNesbitt,NicholasFarrell,TimPigott-Smith,"drama,history,war",Bloody Sunday,"JamesNesbitt NicholasFarrell TimPigott-Smith PaulGreengrass drama,history,war civilrights,irish,march,northernireland,protestmarch"
AlecAsten,LuisSanchez,DennisL.A.White,FredroStarr,action,Diamond Ruff,"LuisSanchez DennisL.A.White FredroStarr AlecAsten action prison,prisoner,reverend,terminalillness,twowordtitle"
HansCanosa,OliviaWilde,ThomasLennon,NoraZehetner,"comedy,drama,romance",Conversations with Other Women,"OliviaWilde ThomasLennon NoraZehetner HansCanosa comedy,drama,romance femalefrontalnudity,filmingawedding,lingerieslip,memory,wedding"
LloydKaufman,JohnKaryus,LloydKaufman,KateGraham,"comedy,horror,musical",Poultrygeist: Night of the Chicken Dead,"JohnKaryus LloydKaufman KateGraham LloydKaufman comedy,horror,musical castration,chicken,fastfood,indianburialground,protest"
MatthewWatts,JenniferLafleur,CheyenneJackson,MichaelStahl-David,"comedy,romance",Mutual Friends,"JenniferLafleur CheyenneJackson MichaelStahl-David MatthewWatts comedy,romance bromance,manhattannewyorkcity,newyorkcity,photograph,surprise"
LloydBacon,GingerRogers,DickPowell,GeorgeBrent,"comedy,musical,romance",42nd Street,"GingerRogers DickPowell GeorgeBrent LloydBacon comedy,musical,romance chorusgirl,chorusline,director,galapremiere,song"
JoeKenemore,BobProctor,JackCanfield,EricWorre,documentary,Rise of the Entrepreneur: The Search for a Better Way,"BobProctor JackCanfield EricWorre JoeKenemore documentary business,entrepreneur,networkmarketing"
WhitStillman,ChrisEigeman,TaylorNichols,ElliaThompson,"comedy,drama,romance",Metropolitan,"ChrisEigeman TaylorNichols ElliaThompson WhitStillman comedy,drama,romance apartment,dancing,debutante,newyork,upperclass"
